Year:,Seller:,Bike make:,Zone:,Starter:,Kilometers:,Warranty:,Condition:,Negotiable:,Lot number:,Price:,Bike model:,Fuel system:,Displacement:,Engine type:,Power:,Gearbox:,Ignition system:,Reserve fuel capacity:,Mileage:,Fuel control:,Transmission type:,Fuel comsumption:
2016,Owner,TVS,Bagmati,,15000,None,New,,81,,TVS Apache RTR 200 4v,Carburetor Petrol,197.75 cc,SI 4 Stroke Oil Cooled Single Cylinder ,,Manual,IDI - Dual Mode Digital Ignition ,,35,,Chain Drive ,
2016,Owner,KTM,Gandaki,Electric,8600,None,New,Negotiable,12,"रु 3,70,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2015,Owner,Bajaj,Gandaki,,15000,None,New,Negotiable,10,"रु 1,55,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2014,Owner,Honda,Lumbini,,23000,None,New,Negotiable,21,"रु 3,10,000",Honda CBR 250R (Non ABS),"Injection. PGM-Fi, 38mm throttle body",249.40 ccm (15.22 cubic inches),"Single cylinder, four-stroke",,6-speed,Computer-controlled digital transistorized with electronic advance,,,DOHC,Chain,3.05 litres/100 km (32.8 km/l or 77.12 mpg)
2014,Dealer,Bajaj,Bagmati,,32000,None,New,Negotiable,63,"रु 2,20,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Cross X,Bagmati,,10200,None,New,Negotiable,75,"रु 4,00,000",250SE Off Road,,,,,,,,,,,
2017,Owner,Honda,Lumbini,,1300,None,New,,38,"रु 1,40,000",Honda New Dio,,109cc,4Stroke air cooled SI engine,,,,,,,,
,Owner,Bajaj,Lumbini,,89000,None,New,,8,"रु 90,000",,,,,,,,,,,,
2015,,Yamaha,Bagmati,Electric,2600,Available,New,,88,"रु 3,20,000",YZF R15S,FI,250cc,,,6,,2.5,40,,manual,
2010,Owner,Bajaj,Lumbini,,89000,None,New,Negotiable,8,"रु 90,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2015,Owner,Yamaha,Koshi,Electric,30100,None,New,,21,"रु 1,55,000",Yamaha New FZS,,,,,,,,40,,,
,Owner,Crossfire,Bagmati,,14200,None,New,Not negotiable,67,"रु 3,60,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
,Owner,Royal Enfield,Bagmati,,,None,New,Negotiable,92,"रु 4,45,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2017,Owner,Vespa,Bagmati,Electric & Kick,5000,None,New,Not negotiable,84,"रु 3,00,000",SXL 150,,,Cc,150,,,,30,,,
,Owner,KTM,Bagmati,,6000,None,New,,73,,KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2013,Owner,Yamaha,Koshi,Electric & Kick,,None,New,,14,"रु 1,15,000",Yamaha New FZS,,,,,5,,,38,,,
2017,Owner,KTM,Gandaki,,7000,None,New,,13,"रु 4,00,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2014,Owner,Other Bike Brand,Dhawalagiri,,12000,None,New,,1,,,,,,,,,,,,,
2014,Owner,KTM,Bagmati,,16700,None,New,,69,"रु 3,30,000",KTM RC 390,Petrol,373 cc,,,6 Manual,Spark Ignition,,25,,Chain Drive Wet multi-disc,
2017,Owner,Yamaha,Lumbini,,6300,None,New,,17,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2016,Owner,Bajaj,Bagmati,,14000,None,New,Negotiable,78,"रु 2,10,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2018,Owner,Bajaj,Bagmati,,4900,None,New,Negotiable,84,"रु 2,36,000",Pulsar NS160,,,,,,,,,,,
2011,Owner,Bajaj,Gandaki,,50000,None,New,Negotiable,6,"रु 90,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Crossfire,Bagmati,,7338,None,New,Negotiable,83,"रु 4,70,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,Yamaha,Bagmati,,20500,None,New,,71,"रु 2,30,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2013,Owner,Yamaha,Bagmati,,31000,None,New,,60,,Yamaha SS125,Carburettor,123cc,"Air cooled, 4-stroke, SOHC",11,5-gear Constant mesh,CDI,,,,,70KM/L
2017,Owner,Bajaj,Koshi,,8500,None,New,Negotiable,29,"रु 2,45,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Crossfire,Bagmati,,8200,None,New,Negotiable,79,"रु 4,20,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2013,Owner,Suzuki,Bagmati,,13000,None,New,,58,"रु 1,50,000",Suzuki GS150R,Carburetor - BS26 with TPS,149.5 cc,"Air-cooled, 4-Stroke, SOHC",14,"6-speed (1-Down, 5-Up)",CDI,,,,,
2014,Owner,Other Bike Brand,Gandaki,Electric,30000,None,New,Negotiable,13,"रु 1,80,000",,,,,230,5,,,30,6.5L,1 N 2 3 4 5,
,Owner,Bajaj,Narayani,,,None,New,,39,"रु 2,00,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Yamaha,Bagmati,,3000,None,New,,88,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2017,Owner,Bajaj,Narayani,,24000,None,New,,39,"रु 2,00,000",Bajaj Pulsar 220F Frame,,Good conditions,,,,,,,Good,,
2014,Owner,Bajaj,Gandaki,,30000,None,New,Negotiable,9,"रु 1,80,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Cross X,Bagmati,,12700,None,New,Negotiable,75,"रु 4,20,000",250SE Off Road,,,,,,,,,,,
,Owner,Bajaj,Gandaki,,4670,None,New,,12,"रु 2,50,000",,,,,,,,,,,,
2015,Owner,Bajaj,Bagmati,,29000,None,New,Negotiable,68,"रु 1,85,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2013,Owner,Bajaj,Bagmati,,37096,None,New,Negotiable,57,"रु 1,35,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Yamaha,Lumbini,,7000,None,New,,31,"रु 2,65,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2017,Owner,TVS,Bagmati,,11500,None,New,,80,"रु 1,80,000",TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
2009,Owner,Bajaj,Gandaki,,27800,None,New,Negotiable,9,"रु 1,20,000",Avenger Cruise 220,,,,,,,,,,,
2012,Owner,Bajaj,Gandaki,,35000,None,New,Negotiable,7,"रु 1,19,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2016,Owner,KTM,Narayani,,18000,None,New,Negotiable,45,"रु 3,50,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
,Owner,Bajaj,Koshi,,44800,None,New,,15,,Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Bajaj,Narayani,,9900,None,New,Negotiable,39,"रु 2,05,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2013,Owner,Yamaha,Gandaki,,18000,None,New,Negotiable,11,"रु 1,40,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2016,Owner,Bajaj,Gandaki,,23000,None,New,Negotiable,11,"रु 1,90,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2014,Owner,Bajaj,Koshi,,27500,None,New,,20,"रु 1,40,000",Bajaj Discover 125 cc,,,,,5,,,55,,,
2015,,Crossfire,Gandaki,,12000,None,New,Not negotiable,11,"रु 3,95,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2016,Owner,KTM,Bagmati,,28000,None,New,Not negotiable,73,"रु 2,80,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
,Owner,KTM,Bagmati,Electric,10500,Available,New,,74,,,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2017,Owner,Other Bike Brand,Bagmati,,13000,None,New,,81,,,,,,,,,,,,,
2011,Owner,Honda,Bagmati,,63000,None,New,,35,,Honda CBF Stunner DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",11,5-speed,,,,OHC,Chain,
2015,Owner,KTM,Bagmati,Electric,21519,None,New,Negotiable,73,"रु 3,40,000",KTM Duke 200,FI,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",1.5,30,,Manual,
2015,Owner,KTM,Bagmati,Electric,21519,None,New,Negotiable,73,"रु 3,40,000",KTM Duke 200,FI,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",200,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",1.5,30,FI,Manual,11ltr
2017,Owner,Bajaj,Bagmati,,13000,None,New,Negotiable,80,"रु 2,10,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Crossfire,Bagmati,,14790,None,New,Negotiable,67,"रु 3,50,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2013,Owner,Royal Enfield,Gandaki,,16000,None,New,Negotiable,8,,Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,Owner,Hero,Koshi,,,None,New,,26,,Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,,,,
2010,Owner,Bajaj,Bagmati,,63256,None,New,Negotiable,48,"रु 95,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,1450,None,New,Negotiable,91,"रु 2,80,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2003,Owner,Hero,Bagmati,Kick,38000,None,New,,15,"रु 48,000",Hero Splendor PLUS,,,,,,,,50+,,,
,Owner,Yamaha,Bagmati,,21500,None,New,Negotiable,75,"रु 1,95,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2016,Owner,Yamaha,Bagmati,,21500,None,New,,75,"रु 1,95,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2016,Owner,Yamaha,Bagmati,,21050,None,New,,75,"रु 1,95,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2013,Owner,Yamaha,Gandaki,,19765,None,New,Negotiable,11,"रु 1,53,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2017,Owner,Bajaj,Bagmati,,1980,None,New,Not negotiable,88,"रु 1,65,300",,,,,,,,,39,,,
2017,Owner,Bajaj,Bagmati,,1980,None,New,Not negotiable,88,"रु 1,65,300",,,,,,,,,39,,,
2013,Owner,Yamaha,Gandaki,,19675,None,New,Negotiable,11,"रु 1,53,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2014,Owner,MV Agusta,Bagmati,,7400,None,New,Negotiable,62,"रु 14,50,000",F3 800,,,,,,,,,,,
2017,Owner,Yamaha,Bagmati,,20000,None,New,,77,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2014,Owner,Royal Enfield,Bagmati,,21000,None,New,,62,"रु 3,40,000",Royal Enfield Classic 500cc,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke, Twinspark",27,5 Speed Constant Mesh,Digital Electronic Ignition,,,,,
2017,Owner,Bajaj,Lumbini,,2500,None,New,Negotiable,37,"रु 2,10,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2017,Owner,KTM,Bagmati,,10000,None,New,Negotiable,84,"रु 3,90,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2006,Owner,Bajaj,Gandaki,Electric & Kick,50000,None,New,,3,"रु 70,000",,Petrol,178.60 cc,Bajaj dtsi ,,,,1.5,32,,Chain Drive,
2011,Owner,Bajaj,Mechi,Electric & Kick,44000,None,New,,9,,Bajaj Pulsar 135cc,Yes,Good,Good,,5,Ok,2 Ltr,42,Yes,Ok,Ok
2017,Owner,Bajaj,Bagmati,,10075,None,New,Negotiable,85,"रु 2,50,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,Yamaha,Narayani,,5600,None,New,,42,,Yamaha Ray ZR,Petrol,113cc,"Air Cooled 4-Stroke, SOHC, 2-Valve",7,,,,66,Petrol,Automatic,
2017,Owner,Crossfire,Bagmati,,,None,New,Negotiable,79,"रु 4,25,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2016,Owner,KTM,Bagmati,,28000,None,New,Not negotiable,73,"रु 2,80,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2016,Owner,KTM,Bagmati,Electric,28000,Available,New,,73,"रु 2,80,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,40,,,
2016,Owner,Hero,Gandaki,,3200,Available,New,Negotiable,13,"रु 1,30,000",Hero Dash,,110.9 CC,,6,,,,50,,Auto,Petrol
2017,Owner,Yamaha,Sagarmatha,,18000,None,New,,6,,Yamaha Ray ZR,Petrol,113cc,"Air Cooled 4-Stroke, SOHC, 2-Valve",7,,,,66,Petrol,Automatic,
2017,Owner,Honda,Bagmati,,2100,None,New,,92,"रु 2,50,000",Honda CB Hornet 160R,,162.7 CC,"162.71cc, four stroke, air-cooled engine",,Five-speed manual greabox,Carburetor,,62,,5 Speed,
,Owner,Royal Enfield,Bagmati,,20000,None,New,Negotiable,63,"रु 3,30,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2011,Owner,Bajaj,Mechi,,3400,None,New,Negotiable,9,"रु 6,500",Bajaj Pulsar 135cc,,,,,,,,,,,
2008,Owner,Bajaj,Gandaki,,47000,None,New,Negotiable,14,"रु 1,40,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2015,Owner,Bajaj,Janakpur,Electric & Kick,5000,None,New,,5,,Bajaj Discover 125 cc,,New,,,New,New,,60 +,New,New,
,Owner,Bajaj,Bagmati,,,None,New,,84,"रु 2,00,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,Suzuki,Narayani,,7000,None,New,Negotiable,48,"रु 2,35,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2017,Owner,Bajaj,Gandaki,,5000,None,New,Negotiable,13,"रु 2,70,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,Bajaj,Koshi,,7500,None,New,,29,,Dominar 400,,,,,,,,,,,
,Owner,Honda,Bagmati,,,None,New,,42,,Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2010,Owner,Royal Enfield,Gandaki,,,None,New,Negotiable,12,"रु 2,60,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Suzuki,Bagmati,,22000,None,New,Negotiable,68,"रु 1,50,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2011,Owner,Bajaj,Bagmati,Electric,35000,None,New,Negotiable,47,"रु 1,05,000",Avenger Cruise 220,,,,,5,,2ltr,35,,,
,Owner,Bajaj,Gandaki,,20000,None,New,,9,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2011,,Bajaj,Mechi,Electric & Kick,44678,None,New,Negotiable,9,"रु 63,000",,Ok,Good,Good,,5,condition ,Ok,40-45,Good,Ok,Ok
2017,Owner,Honda,Bagmati,,5900,None,New,Negotiable,85,"रु 1,45,000",Honda Dio,,,,,,,,,,,
2016,Owner,KTM,Lumbini,,3700,None,New,,32,"रु 4,20,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2016,Owner,KTM,Narayani,,18000,None,New,,74,"रु 3,70,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2013,,Honda,Gandaki,,23000,None,New,Negotiable,8,"रु 1,10,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2014,,Bajaj,Gandaki,,31000,None,New,,10,,Bajaj Pulsar 150cc,,,,,,,,,,,
,,Hero,Gandaki,,25000,None,New,,7,"रु 65,000",Hero Pleasure,Carburettor,102.00 ccm (6.22 cubic inches),"Single cylinder, four-stroke",7,Automatic,C.D.I.,,,OHC,Shaft drive (cardan),
2014,Owner,Yamaha,Bagmati,,30000,None,New,Negotiable,59,"रु 3,00,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
,,Bajaj,Gandaki,,6000,None,New,,13,"रु 3,70,000",Dominar 400,,,,,,,,,,,
2016,Owner,Royal Enfield,Bagmati,,14000,None,New,,75,"रु 3,75,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Crossfire,Bagmati,,12000,None,New,Negotiable,79,"रु 4,50,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,Yamaha,Gandaki,,12000,None,New,,10,,Yamaha Ray ZR,Petrol,113cc,"Air Cooled 4-Stroke, SOHC, 2-Valve",7,,,,66,Petrol,Automatic,
2015,Owner,Crossfire,Gandaki,,9000,None,New,Negotiable,10,"रु 3,50,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,Yamaha,Bagmati,,30000,None,New,Negotiable,61,"रु 2,30,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2016,Owner,KTM,Bagmati,,6000,None,New,Negotiable,74,"रु 3,30,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2013,Owner,Hero,Bagmati,,45000,None,New,Negotiable,57,"रु 1,20,000",Hero CBZ Xtreme - DSS,Carburettor,149.2cc,"Air Cooled, 4- Stroke, ATFT",14,5-speed,,,,,,
2009,Owner,Bajaj,Bagmati,,24000,None,New,Negotiable,31,"रु 77,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Bajaj,Narayani,,13600,None,New,Not negotiable,38,"रु 1,98,000",Bajaj Pulsar 220F Frame,,,,,,,,45,,,
2016,Owner,Crossfire,Bagmati,,15000,None,New,Negotiable,81,"रु 4,75,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2017,Owner,Bajaj,Bagmati,,9500,None,New,Not negotiable,74,"रु 2,00,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
,Owner,Yamaha,Gandaki,,50000,None,New,,2,"रु 30,000",,,,,,,,,,,,
2014,Owner,Bajaj,Koshi,,21000,None,New,Negotiable,20,"रु 1,80,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,Bajaj,Koshi,,14000,None,New,,27,,Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Bajaj,Koshi,,14000,None,New,Negotiable,27,"रु 1,90,000",Bajaj Pulsar 150cc,,,,,,,,,,,
,Owner,Bajaj,Bagmati,Electric,15000,None,New,Not negotiable,72,"रु 1,75,000",Bajaj Pulsar AS 200,,199.5 CC,"Liquid cooled, 4 stroke",,6,,,35,,Manual,
2017,Owner,Bajaj,Bagmati,,3000,None,New,Negotiable,85,"रु 2,50,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Royal Enfield,Bagmati,,5000,None,New,,81,"रु 3,90,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2013,Owner,Yamaha,Bagmati,Electric & Kick,18600,None,New,Negotiable,58,"रु 1,20,000",FZ-S FI,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,3300,None,New,Negotiable,89,"रु 2,80,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
,,Honda,Gandaki,,24000,None,New,,5,"रु 53,000",Honda Dio,,,,,,,,,,,
,,Bajaj,Bagmati,,29500,None,New,,34,"रु 95,000",Avenger Cruise 220,,,,,,,,,,,
2012,Owner,Royal Enfield,Bagmati,,14000,None,New,Negotiable,66,"रु 4,75,000",Continental GT,,,,,,,,,,,
2013,Owner,Bajaj,Narayani,,34000,None,New,Negotiable,27,"रु 1,50,000",Bajaj Pulsar 220F Frame,,,,,,,3 lit,,,,
2016,Owner,Yamaha,Sagarmatha,,16000,None,New,,6,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2013,Owner,Yamaha,Lumbini,,19000,None,New,Negotiable,15,"रु 1,20,000",Yamaha New FZS,,,,,,,,,,,
,Owner,Crossfire,Bagmati,Electric & Kick,13505,None,New,Not negotiable,82,"रु 4,10,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2016,Owner,Yamaha,Bagmati,,11000,None,New,,78,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2016,Owner,Bajaj,Gandaki,,8150,None,New,Negotiable,12,"रु 2,35,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,KTM,Lumbini,Electric,3500,Available,New,,87,,KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",25,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,35,,,
,Owner,Crossfire,Gandaki,,12000,None,New,Negotiable,9,"रु 3,75,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,Crossfire,Gandaki,,,None,New,,10,,,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2015,Owner,Crossfire,Gandaki,,,None,New,Negotiable,10,"रु 3,90,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2016,Owner,KTM,Bagmati,,12000,None,New,Negotiable,81,"रु 3,70,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2015,Owner,KTM,Bagmati,,15200,None,New,Not negotiable,63,"रु 3,57,000",KTM Duke 390,,,"373.2cc, single cylinder, liquid-cooled",,6-speed Manual,Bosch digital integrated spark/fuel injection,,25,,"Wet clutch, 6-speed, chain",
2017,Owner,Crossfire,Gandaki,,11000,None,New,Negotiable,13,"रु 5,60,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
